Gene_ID	Gene_Name	TSS_ID	TSS_Locus	Strand	Max_Expr	RE_Locus	Max_Hist	Distance	Closest_Locus	Closest_TSS	Histone	Correlation	Correlation_P_Value	Distance_P_Value	CnD_P_Value	Q_Value
ENSG00000230479.1	AP000695.6	ENST00000429588.1	chr21:37802658-37802658	+	57.14	chr21:37850516-37850820	60.77	47858	F	F	H3k27ac	0.64007844	3.244e-02	9.599e-02	2.109e-02	7.855e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45020575-45020861	28.70	-127933	F	F	H3k27ac	-0.64005560	3.244e-02	2.561e-01	4.811e-02	8.817e-01
ENSG00000182871.9	COL18A1	ENST00000400347.3	chr21:46825088-46825088	+	29.90	chr21:46847511-46848050	28.68	22423	T	F	H3k27ac	0.63910733	3.253e-02	4.536e-02	1.110e-02	7.045e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16512777-16513316	10.19	-75456	F	F	H3k27ac	0.63689913	3.312e-02	1.514e-01	3.156e-02	8.221e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40173378-40173917	12.14	-3958	F	F	H3k27ac	0.63662907	3.317e-02	8.450e-03	2.573e-03	3.772e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45020575-45020861	28.70	-127920	F	F	H3k27ac	-0.63623529	3.324e-02	2.561e-01	4.908e-02	8.867e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44847035-44847331	36.06	-27	T	T	H3k27ac	0.63410061	3.377e-02	3.499e-04	1.459e-04	2.643e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40170379-40170918	14.47	-6957	F	F	H3k27ac	0.63235233	3.413e-02	1.445e-02	4.247e-03	4.649e-01
ENSG00000186866.12	POFUT2	ENST00000476653.1	chr21:46707807-46707807	-	26.87	chr21:46785643-46786182	37.12	-77836	F	F	H3k27ac	0.62811541	3.497e-02	1.561e-01	3.391e-02	8.221e-01
ENSG00000186866.12	POFUT2	ENST00000493811.1	chr21:46707806-46707806	-	26.87	chr21:46785643-46786182	37.12	-77837	F	F	H3k27ac	0.62811541	3.497e-02	1.561e-01	3.391e-02	8.221e-01
ENSG00000186866.12	POFUT2	ENST00000493524.1	chr21:46707811-46707811	-	26.68	chr21:46785643-46786182	37.12	-77832	F	F	H3k27ac	0.62796358	3.503e-02	1.561e-01	3.396e-02	8.221e-01
ENSG00000186866.12	POFUT2	ENST00000349485.5	chr21:46707813-46707813	-	26.66	chr21:46785643-46786182	37.12	-77830	F	F	H3k27ac	0.62781069	3.508e-02	1.561e-01	3.399e-02	8.221e-01
ENSG00000160202.3	CRYAA	ENST00000398132.1	chr21:44590266-44590266	+	4.10	chr21:44630089-44630628	23.98	-39823	T	T	H3k4me3	0.52333748	3.679e-02	1.000e+00	1.583e-01	9.424e-01
ENSG00000142207.5	URB1	ENST00000382751.3	chr21:33765335-33765335	-	22.89	chr21:33836208-33836567	12.13	-70873	F	F	H3k27ac	-0.61909627	3.680e-02	1.421e-01	3.269e-02	8.221e-01
ENSG00000215447.3	BX322557.10	ENST00000454115.2	chr21:46707967-46707967	+	40.18	chr21:46739403-46739942	9.02	31436	T	F	H3k27ac	0.61781112	3.702e-02	6.338e-02	1.655e-02	7.523e-01
ENSG00000215447.3	BX322557.10	ENST00000400362.2	chr21:46707977-46707977	+	40.33	chr21:46739403-46739942	9.02	31426	T	F	H3k27ac	0.61776619	3.704e-02	6.336e-02	1.655e-02	7.523e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17552087-17552431	8.20	-14357	F	F	H3k27ac	0.61708588	3.712e-02	2.905e-02	8.445e-03	6.245e-01
ENSG00000142192.13	APP	ENST00000448850.1	chr21:27462377-27462377	-	4.28	chr21:27512409-27512948	5.36	-50032	T	F	H3k27ac	0.61531852	3.747e-02	1.005e-01	2.480e-02	8.123e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44752165-44752704	18.69	-113777	F	F	H3k27ac	0.61428780	3.769e-02	2.280e-01	4.946e-02	8.882e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39649445-39650105	19.22	5016	T	T	H3k27ac	0.60803864	3.918e-02	1.068e-02	3.675e-03	4.298e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17542064-17542603	10.00	-24185	F	F	H3k27ac	0.60392163	4.005e-02	4.888e-02	1.417e-02	7.450e-01
ENSG00000230479.1	AP000695.6	ENST00000429588.1	chr21:37802658-37802658	+	57.14	chr21:37802300-37802839	42.36	0	T	T	H3k27ac	0.59997268	4.097e-02	5.387e-04	2.587e-04	2.643e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44866102-44866528	31.28	0	T	T	H3k4me3	0.49853249	4.169e-02	1.756e-01	4.332e-02	8.588e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44866102-44866545	31.28	0	T	T	H3k4me3	0.49870341	4.169e-02	1.813e-01	4.449e-02	8.588e-01
ENSG00000160209.12	PDXK	ENST00000398085.3	chr21:45139057-45139057	+	93.14	chr21:45059582-45060121	4.18	-78936	F	F	H3k27ac	0.59435647	4.234e-02	1.583e-01	4.025e-02	8.576e-01
ENSG00000166979.8	C21orf63	ENST00000481638.1	chr21:33785072-33785072	+	6.31	chr21:33836208-33836567	12.13	51136	F	F	H3k27ac	0.59262237	4.278e-02	1.026e-01	2.822e-02	8.143e-01
ENSG00000159200.12	RCAN1	ENST00000381132.2	chr21:35899261-35899261	-	13.34	chr21:35898945-35899484	35.12	0	T	T	H3k27ac	0.59037831	4.326e-02	5.387e-04	2.719e-04	2.643e-01
ENSG00000205581.6	HMGN1	ENST00000491183.1	chr21:40720993-40720993	-	65.27	chr21:40685346-40685885	38.40	35108	T	F	H3k27ac	-0.59038860	4.326e-02	7.072e-02	2.077e-02	7.855e-01
ENSG00000142166.8	IFNAR1	ENST00000442357.2	chr21:34697278-34697278	+	64.41	chr21:34659331-34659870	26.71	-37408	T	F	H3k27ac	0.58943225	4.339e-02	7.531e-02	2.197e-02	8.004e-01
ENSG00000186866.12	POFUT2	ENST00000468360.1	chr21:46707799-46707799	-	32.61	chr21:46783931-46784285	16.11	-76132	F	F	H3k27ac	0.58655418	4.416e-02	1.526e-01	4.043e-02	8.576e-01
ENSG00000160209.12	PDXK	ENST00000476084.1	chr21:45139058-45139058	+	92.77	chr21:45059582-45060121	4.18	-78937	F	F	H3k27ac	0.58177853	4.536e-02	1.583e-01	4.263e-02	8.588e-01
ENSG00000166979.8	C21orf63	ENST00000382699.3	chr21:33785010-33785010	+	19.55	chr21:33829738-33830277	16.14	44728	F	F	H3k27ac	0.58110169	4.556e-02	8.995e-02	2.663e-02	8.143e-01
ENSG00000166979.8	C21orf63	ENST00000401402.3	chr21:33784993-33784993	+	18.42	chr21:33829738-33830277	16.14	44745	F	F	H3k27ac	0.58029262	4.572e-02	8.998e-02	2.672e-02	8.143e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39664274-39664813	1.37	19845	F	F	H3k27ac	0.57793173	4.624e-02	4.021e-02	1.355e-02	7.358e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44917912-44918451	14.10	51431	F	F	H3k27ac	0.57631261	4.659e-02	1.033e-01	3.051e-02	8.143e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44835567-44836106	33.68	-30375	F	F	H3k27ac	0.57414917	4.733e-02	6.126e-02	1.984e-02	7.838e-01
ENSG00000160209.12	PDXK	ENST00000463355.1	chr21:45139028-45139028	+	116.89	chr21:45059582-45060121	4.18	-78907	F	F	H3k27ac	0.57093666	4.821e-02	1.583e-01	4.483e-02	8.588e-01
ENSG00000142192.13	APP	ENST00000448850.1	chr21:27462377-27462377	-	4.28	chr21:27539128-27539667	52.78	-76751	F	F	H3k27ac	0.56578978	4.953e-02	1.540e-01	4.481e-02	8.588e-01
ENSG00000142178.7	SIK1	ENST00000270162.6	chr21:44847008-44847008	-	123.18	chr21:44860419-44861441	21.06	-13411	F	F	H3k27ac	0.56509819	4.967e-02	2.782e-02	1.048e-02	6.864e-01
ENSG00000186866.12	POFUT2	ENST00000476653.1	chr21:46707807-46707807	-	26.87	chr21:46783931-46784285	16.11	-76124	F	F	H3k27ac	0.55556189	5.213e-02	1.525e-01	4.640e-02	8.651e-01
ENSG00000186866.12	POFUT2	ENST00000493811.1	chr21:46707806-46707806	-	26.87	chr21:46783931-46784285	16.11	-76125	F	F	H3k27ac	0.55556189	5.213e-02	1.525e-01	4.640e-02	8.651e-01
ENSG00000159216.12	RUNX1	ENST00000358356.5	chr21:36260987-36260987	-	16.86	chr21:36184660-36185199	3.16	75788	F	F	H3k27ac	0.55488415	5.235e-02	1.520e-01	4.643e-02	8.651e-01
ENSG00000186866.12	POFUT2	ENST00000493524.1	chr21:46707811-46707811	-	26.68	chr21:46783931-46784285	16.11	-76120	F	F	H3k27ac	0.55441011	5.253e-02	1.525e-01	4.669e-02	8.651e-01
ENSG00000186866.12	POFUT2	ENST00000349485.5	chr21:46707813-46707813	-	26.66	chr21:46783931-46784285	16.11	-76118	F	F	H3k27ac	0.55425713	5.258e-02	1.525e-01	4.672e-02	8.651e-01
ENSG00000205726.8	ITSN1	ENST00000451686.1	chr21:35014848-35014848	+	42.61	chr21:35055563-35056102	18.57	40715	T	F	H3k27ac	0.55321816	5.285e-02	8.192e-02	2.789e-02	8.143e-01
ENSG00000205581.6	HMGN1	ENST00000380748.1	chr21:40720979-40720979	-	59.65	chr21:40685346-40685885	38.40	35094	T	F	H3k27ac	-0.54793005	5.459e-02	7.069e-02	2.531e-02	8.123e-01
ENSG00000142166.8	IFNAR1	ENST00000270139.3	chr21:34697209-34697209	+	4.13	chr21:34659331-34659870	26.71	-37339	T	F	H3k27ac	0.54754150	5.474e-02	7.518e-02	2.672e-02	8.143e-01
ENSG00000186866.12	POFUT2	ENST00000468360.1	chr21:46707799-46707799	-	32.61	chr21:46739403-46739942	9.02	-31604	T	F	H3k27ac	0.52460048	6.111e-02	6.371e-02	2.550e-02	8.123e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44847035-44847331	36.06	-19150	F	F	H3k27ac	0.52292852	6.196e-02	3.858e-02	1.682e-02	7.523e-01
ENSG00000166979.8	C21orf63	ENST00000401402.3	chr21:33784993-33784993	+	18.42	chr21:33836208-33836567	12.13	51215	F	F	H3k27ac	0.51698876	6.400e-02	1.028e-01	3.962e-02	8.505e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39675109-39675648	1.37	30680	F	F	H3k27ac	0.51191390	6.548e-02	6.187e-02	2.637e-02	8.143e-01
ENSG00000166979.8	C21orf63	ENST00000382699.3	chr21:33785010-33785010	+	19.55	chr21:33836208-33836567	12.13	51198	F	F	H3k27ac	0.51179989	6.551e-02	1.027e-01	4.039e-02	8.576e-01
ENSG00000205726.8	ITSN1	ENST00000399349.1	chr21:35014804-35014804	+	42.02	chr21:35055563-35056102	18.57	40759	T	F	H3k27ac	0.49975912	6.893e-02	8.201e-02	3.491e-02	8.243e-01
ENSG00000205726.8	ITSN1	ENST00000399352.1	chr21:35014802-35014802	+	42.05	chr21:35055563-35056102	18.57	40761	T	F	H3k27ac	0.49934566	6.903e-02	8.202e-02	3.495e-02	8.243e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45132033-45132841	21.22	-15957	F	F	H3k27ac	-0.49824341	6.931e-02	3.270e-02	1.607e-02	7.523e-01
ENSG00000182871.9	COL18A1	ENST00000400347.3	chr21:46825088-46825088	+	29.90	chr21:46783931-46784285	16.11	-40803	F	F	H3k27ac	0.49767530	6.948e-02	8.193e-02	3.512e-02	8.243e-01
ENSG00000182871.9	COL18A1	ENST00000400337.2	chr21:46825052-46825052	+	28.67	chr21:46783931-46784285	16.11	-40767	F	F	H3k27ac	0.49747646	6.952e-02	8.186e-02	3.510e-02	8.243e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45132033-45132841	21.22	-15953	F	F	H3k27ac	-0.49702874	6.969e-02	3.269e-02	1.614e-02	7.523e-01
ENSG00000205726.8	ITSN1	ENST00000399367.3	chr21:35014789-35014789	+	41.82	chr21:35055563-35056102	18.57	40774	T	F	H3k27ac	0.49530586	7.028e-02	8.204e-02	3.549e-02	8.280e-01
ENSG00000160209.12	PDXK	ENST00000490666.1	chr21:45160897-45160897	+	11.31	chr21:45148313-45148500	28.68	-12397	T	F	H3k27ac	-0.49469398	7.050e-02	2.498e-02	1.293e-02	7.358e-01
ENSG00000205581.6	HMGN1	ENST00000479586.1	chr21:40720941-40720941	-	23.68	chr21:40685346-40685885	38.40	35056	T	F	H3k27ac	-0.49420597	7.071e-02	7.061e-02	3.146e-02	8.221e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44848098-44848369	33.68	-18112	F	F	H3k27ac	0.49417278	7.074e-02	3.649e-02	1.796e-02	7.671e-01
ENSG00000186866.12	POFUT2	ENST00000493524.1	chr21:46707811-46707811	-	26.68	chr21:46739403-46739942	9.02	-31592	T	F	H3k27ac	0.49224092	7.140e-02	6.369e-02	2.907e-02	8.143e-01
ENSG00000186866.12	POFUT2	ENST00000476653.1	chr21:46707807-46707807	-	26.87	chr21:46739403-46739942	9.02	-31596	T	F	H3k27ac	0.49219181	7.141e-02	6.370e-02	2.908e-02	8.143e-01
ENSG00000186866.12	POFUT2	ENST00000493811.1	chr21:46707806-46707806	-	26.87	chr21:46739403-46739942	9.02	-31597	T	F	H3k27ac	0.49219181	7.141e-02	6.370e-02	2.908e-02	8.143e-01
ENSG00000186866.12	POFUT2	ENST00000349485.5	chr21:46707813-46707813	-	26.66	chr21:46739403-46739942	9.02	-31590	T	F	H3k27ac	0.49210740	7.147e-02	6.368e-02	2.909e-02	8.143e-01
ENSG00000160209.12	PDXK	ENST00000398085.3	chr21:45139057-45139057	+	93.14	chr21:45132033-45132841	21.22	-6216	T	F	H3k27ac	0.48881823	7.273e-02	1.323e-02	7.646e-03	6.068e-01
ENSG00000205726.8	ITSN1	ENST00000381285.4	chr21:35014784-35014784	+	41.30	chr21:35055563-35056102	18.57	40779	T	F	H3k27ac	0.48810862	7.297e-02	8.205e-02	3.663e-02	8.381e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45132033-45132841	21.22	-15940	F	F	H3k27ac	-0.48682607	7.335e-02	3.266e-02	1.685e-02	7.523e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44897803-44898291	47.59	31322	F	F	H3k27ac	0.48594953	7.377e-02	6.310e-02	2.965e-02	8.143e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44897803-44898295	47.59	31322	F	F	H3k27ac	0.48571227	7.389e-02	6.310e-02	2.969e-02	8.143e-01
ENSG00000205726.8	ITSN1	ENST00000381318.3	chr21:35014764-35014764	+	40.76	chr21:35055563-35056102	18.57	40799	T	F	H3k27ac	0.48487619	7.430e-02	8.209e-02	3.721e-02	8.381e-01
ENSG00000205726.8	ITSN1	ENST00000444491.1	chr21:35014758-35014758	+	39.52	chr21:35055563-35056102	18.57	40805	T	F	H3k27ac	0.48354304	7.466e-02	8.210e-02	3.736e-02	8.381e-01
ENSG00000205726.8	ITSN1	ENST00000470742.1	chr21:35014759-35014759	+	40.03	chr21:35055563-35056102	18.57	40804	T	F	H3k27ac	0.48251138	7.490e-02	8.210e-02	3.746e-02	8.381e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:45132033-45132841	21.22	-6263	T	F	H3k27ac	0.48008441	7.581e-02	1.332e-02	7.977e-03	6.135e-01
ENSG00000159086.10	GCFC1	ENST00000331923.4	chr21:34144169-34144169	-	18.01	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	-0.47615274	7.722e-02	5.387e-04	4.612e-04	2.643e-01
ENSG00000160209.12	PDXK	ENST00000476084.1	chr21:45139058-45139058	+	92.77	chr21:45132033-45132841	21.22	-6217	T	F	H3k27ac	0.47581757	7.742e-02	1.323e-02	8.075e-03	6.135e-01
ENSG00000185658.8	BRWD1	ENST00000380800.3	chr21:40685516-40685516	-	5.24	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.47371216	7.832e-02	5.387e-04	4.672e-04	2.643e-01
ENSG00000185658.8	BRWD1	ENST00000342449.3	chr21:40685496-40685496	-	4.64	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.46672705	8.084e-02	5.387e-04	4.808e-04	2.643e-01
ENSG00000185658.8	BRWD1	ENST00000380783.1	chr21:40685556-40685556	-	4.39	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.46282182	8.217e-02	5.387e-04	4.880e-04	2.643e-01
ENSG00000159128.8	IFNGR2	ENST00000405436.1	chr21:34775772-34775772	+	59.24	chr21:34790034-34790174	0.00	-14262	T	T	H3k4me3	0.34939908	8.461e-02	1.000e+00	2.936e-01	9.424e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44914527-44914700	16.37	48046	F	F	H3k27ac	0.45429830	8.564e-02	9.625e-02	4.779e-02	8.795e-01
ENSG00000159216.12	RUNX1	ENST00000358356.5	chr21:36260987-36260987	-	16.86	chr21:36250862-36251096	26.10	9891	F	F	H3k27ac	0.44909462	8.784e-02	2.001e-02	1.291e-02	7.358e-01
ENSG00000160209.12	PDXK	ENST00000463355.1	chr21:45139028-45139028	+	116.89	chr21:45132033-45132841	21.22	-6187	T	F	H3k27ac	0.44153345	9.105e-02	1.317e-02	9.265e-03	6.384e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17552087-17552431	8.20	14268	F	T	H3k4me3	0.32964915	9.442e-02	1.000e+00	3.173e-01	9.424e-01
ENSG00000157557.7	ETS2	ENST00000432278.1	chr21:40177875-40177875	+	77.14	chr21:40174623-40175024	22.91	-2851	T	F	H3k27ac	0.43233018	9.512e-02	6.101e-03	4.905e-03	4.829e-01
ENSG00000182871.9	COL18A1	ENST00000400337.2	chr21:46825052-46825052	+	28.67	chr21:46785643-46786182	37.12	-38870	F	F	H3k27ac	0.42623280	9.735e-02	7.824e-02	4.477e-02	8.588e-01
ENSG00000182871.9	COL18A1	ENST00000400347.3	chr21:46825088-46825088	+	29.90	chr21:46785643-46786182	37.12	-38906	F	F	H3k27ac	0.42616983	9.737e-02	7.831e-02	4.480e-02	8.588e-01
ENSG00000185658.8	BRWD1	ENST00000380800.3	chr21:40685516-40685516	-	5.24	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	-0.32245961	9.749e-02	2.123e-01	1.009e-01	9.424e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17542064-17542603	10.00	24096	F	T	H3k4me3	0.32107132	9.871e-02	1.000e+00	3.273e-01	9.424e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17566158-17566697	43.99	-2	T	T	H3k4me3	0.30659220	1.036e-01	2.139e-01	1.066e-01	9.424e-01
ENSG00000180530.5	NRIP1	ENST00000318948.4	chr21:16437126-16437126	-	2.84	chr21:16431216-16431755	35.22	-5371	T	T	H3k4me3	0.30602988	1.042e-01	1.000e+00	3.399e-01	9.424e-01
ENSG00000159128.8	IFNGR2	ENST00000381995.1	chr21:34775738-34775738	+	64.69	chr21:34790034-34790174	0.00	14296	T	F	H3k27ac	0.40663503	1.045e-01	2.873e-02	2.044e-02	7.855e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17566158-17566697	43.99	-91	T	F	H3k27ac	0.39672588	1.087e-01	7.206e-04	8.190e-04	2.801e-01
ENSG00000166979.8	C21orf63	ENST00000481638.1	chr21:33785072-33785072	+	6.31	chr21:33805255-33805794	7.25	20183	T	F	H3k27ac	-0.39526373	1.094e-01	4.088e-02	2.868e-02	8.143e-01
ENSG00000185658.8	BRWD1	ENST00000342449.3	chr21:40685496-40685496	-	4.64	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	-0.28435498	1.128e-01	2.123e-01	1.133e-01	9.424e-01
ENSG00000180530.5	NRIP1	ENST00000400202.1	chr21:16437321-16437321	-	38.72	chr21:16431216-16431755	35.22	5566	T	F	H3k27ac	0.37772184	1.176e-01	1.166e-02	1.042e-02	6.864e-01
ENSG00000166979.8	C21orf63	ENST00000300255.2	chr21:33784689-33784689	+	2.19	chr21:33814787-33815326	6.75	30098	F	F	H3k27ac	0.36126996	1.252e-01	6.070e-02	4.469e-02	8.588e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44866102-44866528	31.28	0	T	T	H3k27ac	0.35367334	1.287e-01	4.258e-04	5.924e-04	2.643e-01
ENSG00000205930.4	C21orf49	ENST00000477513.1	chr21:34144499-34144499	+	4.14	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.35337683	1.288e-01	5.387e-04	7.339e-04	2.801e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44866102-44866545	31.28	0	T	T	H3k27ac	0.35311457	1.289e-01	4.428e-04	6.148e-04	2.643e-01
ENSG00000159128.8	IFNGR2	ENST00000405436.1	chr21:34775772-34775772	+	59.24	chr21:34790034-34790174	0.00	14262	T	T	H3k27ac	0.35039011	1.304e-01	2.866e-02	2.463e-02	8.123e-01
ENSG00000205930.4	C21orf49	ENST00000491756.1	chr21:34144485-34144485	+	3.62	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.34081979	1.352e-01	5.387e-04	7.670e-04	2.801e-01
ENSG00000182871.9	COL18A1	ENST00000400347.3	chr21:46825088-46825088	+	29.90	chr21:46797948-46798487	14.48	-26601	F	F	H3k27ac	0.33499694	1.385e-01	5.371e-02	4.389e-02	8.588e-01
ENSG00000182871.9	COL18A1	ENST00000400337.2	chr21:46825052-46825052	+	28.67	chr21:46797948-46798487	14.48	-26565	F	F	H3k27ac	0.33373172	1.394e-01	5.364e-02	4.409e-02	8.588e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17552087-17552431	8.20	-14268	F	T	H3k27ac	0.32561618	1.431e-01	2.887e-02	2.682e-02	8.143e-01
ENSG00000185658.8	BRWD1	ENST00000380783.1	chr21:40685556-40685556	-	4.39	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	-0.21579973	1.465e-01	2.123e-01	1.391e-01	9.424e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17542064-17542603	10.00	-24096	F	T	H3k27ac	0.31373936	1.494e-01	4.870e-02	4.310e-02	8.588e-01
ENSG00000243646.3	IL10RB	ENST00000290200.2	chr21:34638663-34638663	+	25.59	chr21:34659331-34659870	26.71	20668	T	F	H3k27ac	0.31373101	1.494e-01	4.185e-02	3.799e-02	8.381e-01
ENSG00000188660.3	C21orf125	ENST00000448049.1	chr21:44866481-44866481	+	5.38	chr21:44860419-44861441	21.06	-5040	F	T	H3k27ac	0.31111533	1.505e-01	1.109e-02	1.235e-02	7.358e-01
ENSG00000159261.6	CLDN14	ENST00000399135.1	chr21:37852388-37852388	-	1.43	chr21:37850516-37850820	60.77	-1568	T	T	H3k4me3	0.18611671	1.563e-01	1.000e+00	4.465e-01	9.424e-01
ENSG00000205930.4	C21orf49	ENST00000382378.1	chr21:34144473-34144473	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.29202982	1.596e-01	5.387e-04	8.907e-04	2.801e-01
ENSG00000205930.4	C21orf49	ENST00000453404.1	chr21:34144472-34144472	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.29202982	1.596e-01	5.387e-04	8.907e-04	2.801e-01
ENSG00000159086.10	GCFC1	ENST00000290178.4	chr21:34143979-34143979	-	3.70	chr21:34144082-34144621	49.46	-103	T	F	H3k27ac	0.27573495	1.688e-01	7.446e-04	1.254e-03	3.279e-01
ENSG00000205930.4	C21orf49	ENST00000477513.1	chr21:34144499-34144499	+	4.14	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.17064201	1.717e-01	2.123e-01	1.571e-01	9.424e-01
ENSG00000166979.8	C21orf63	ENST00000382699.3	chr21:33785010-33785010	+	19.55	chr21:33805255-33805794	7.25	20245	T	F	H3k27ac	-0.26916304	1.720e-01	4.101e-02	4.201e-02	8.588e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17566158-17566697	43.99	-2	T	T	H3k27ac	0.26763447	1.728e-01	5.427e-04	9.635e-04	2.801e-01
ENSG00000166979.8	C21orf63	ENST00000401402.3	chr21:33784993-33784993	+	18.42	chr21:33805255-33805794	7.25	20262	T	F	H3k27ac	-0.26349160	1.751e-01	4.104e-02	4.265e-02	8.588e-01
ENSG00000205930.4	C21orf49	ENST00000491756.1	chr21:34144485-34144485	+	3.62	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.16087380	1.760e-01	2.123e-01	1.602e-01	9.424e-01
ENSG00000205930.4	C21orf49	ENST00000382377.3	chr21:34144436-34144436	+	2.55	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.26079316	1.768e-01	5.387e-04	9.771e-04	2.801e-01
ENSG00000160209.12	PDXK	ENST00000291565.4	chr21:45138993-45138993	+	92.62	chr21:45132033-45132841	21.22	-6152	T	F	H3k27ac	0.25684739	1.787e-01	1.310e-02	1.652e-02	7.523e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40166005-40166544	12.14	-11211	F	F	H3k27ac	0.25491494	1.796e-01	2.295e-02	2.675e-02	8.143e-01
ENSG00000160209.12	PDXK	ENST00000398081.1	chr21:45138975-45138975	+	91.48	chr21:45132033-45132841	21.22	-6134	T	T	H3k27ac	0.25274879	1.808e-01	1.307e-02	1.665e-02	7.523e-01
ENSG00000160209.12	PDXK	ENST00000468090.1	chr21:45138978-45138978	+	91.51	chr21:45132033-45132841	21.22	-6137	T	F	H3k27ac	0.25228811	1.811e-01	1.307e-02	1.668e-02	7.523e-01
ENSG00000243646.3	IL10RB	ENST00000539894.1	chr21:34638764-34638764	+	8.09	chr21:34659331-34659870	26.71	20567	T	T	H3k27ac	-0.24651561	1.846e-01	4.165e-02	4.511e-02	8.615e-01
ENSG00000184029.5	DSCR4	ENST00000328264.3	chr21:39493454-39493454	-	34.48	chr21:39511717-39512242	8.53	-18263	T	F	H3k27ac	-0.23342873	1.924e-01	3.703e-02	4.235e-02	8.588e-01
